call_id,customer_id,call_date,call_time,agent_id,call_duration_sec,call_result,sentiment,product_pitched,notes,call_duration_min,full_name,phone_raw,address_raw,city,province,gender,dob,segment,branch,source_campaign,created_date,full_name_clean,phone_clean
CL00180,C0126,2024-06-13,13:20,AG07,18,No Answer,,Term Deposit,,0.3,hoang minh tu,0851878706,"32 Tran Hung Dao, P.7",Can Tho,TP.HCM,Female,2000-03-15,Retail,HCM - Phu Nhuan,Event,2024-08-27,Hoang Minh Tu,0851878706
CL00181,C0126,2024-11-06,09:06,AG07,349,Connected - Not Interested,Neutral,Savings Account,Customer refused politely.,5.816666666666666,hoang minh tu,0851878706,"32 Tran Hung Dao, P.7",Can Tho,TP.HCM,Female,2000-03-15,Retail,HCM - Phu Nhuan,Event,2024-08-27,Hoang Minh Tu,0851878706
CL00182,C0128,2024-03-25,10:47,AG03,400,Connected - Not Interested,Positive,Savings Account,Customer refused politely.,6.666666666666667,Do Anh An,0968941037,"81 Hai Ba Trung, P.5",Ha Noi,Can Tho,Male,1994-09-18,Retail,HCM - District 1,Partnership,2024-05-03,Do Anh An,0968941037
CL00183,C0128,2024-02-05,19:17,AG01,533,Connected - Not Interested,Positive,Personal Loan,Customer refused politely.,8.883333333333333,Do Anh An,0968941037,"81 Hai Ba Trung, P.5",Ha Noi,Can Tho,Male,1994-09-18,Retail,HCM - District 1,Partnership,2024-05-03,Do Anh An,0968941037
CL00184,C0129,2024-07-15,11:10,AG07,46,No Answer,,Credit Card,,0.7666666666666667,nguyen ngoc phuc,,"187 Ly Thuong Kiet, P.5",Can Tho,Da Nang,Male,1989-11-12,Retail,Ha Noi - Hoan Kiem,Online form,2024-11-21,Nguyen Ngoc Phuc,
CL00185,C0129,2024-07-13,14:54,AG04,16,Call Back Later,,Term Deposit,Customer asked to be called again next week.,0.26666666666666666,nguyen ngoc phuc,,"187 Ly Thuong Kiet, P.5",Can Tho,Da Nang,Male,1989-11-12,Retail,Ha Noi - Hoan Kiem,Online form,2024-11-21,Nguyen Ngoc Phuc,
CL00186,C0132,2024-09-12,16:33,AG04,57,Call Back Later,,Savings Account,Customer asked to be called again next week.,0.95,Do Ngoc Tu,0935-285-368,"179 Ly Thuong Kiet, P.15",Ha Noi,TP.HCM,Male,1988-06-05,Mass,Da Nang - Hai Chau,Online form,2024-12-11,Do Ngoc Tu,0935285368
CL00187,C0133,2024-12-07,19:23,AG03,177,Connected - Not Interested,Positive,Credit Card,Customer refused politely.,2.95,BUI THI TU,0777 177 195,"96 Tran Hung Dao, P.15",Da Nang,TP.HCM,Male,2014-03-26,SME,Da Nang - Hai Chau,Event,2024-05-26,Bui Thi Tu,0777177195
CL00188,C0133,2024-08-02,08:49,AG01,134,Connected - Interested,Neutral,Credit Card,,2.2333333333333334,BUI THI TU,0777 177 195,"96 Tran Hung Dao, P.15",Da Nang,TP.HCM,Male,2014-03-26,SME,Da Nang - Hai Chau,Event,2024-05-26,Bui Thi Tu,0777177195
CL00189,C0134,2024-01-09,15:01,AG01,49,No Answer,,Term Deposit,,0.8166666666666667,DO VAN TU,,"173 Le Loi, P.2",Hai Phong,TP.HCM,Male,1987-09-27,Mass,HCM - Phu Nhuan,Online form,2024-12-17,Do Van Tu,
CL00190,C0135,2024-07-19,13:21,AG06,47,No Answer,,Term Deposit,,0.7833333333333333,Bui Minh Khanh,0719-087-622,"212 Le Loi, P.10",Da Nang,TP.HCM,Male,2006-10-03,Retail,HCM - Phu Nhuan,Partnership,2024-11-03,Bui Minh Khanh,0719087622
CL00191,C0135,2024-01-04,17:57,AG05,33,No Answer,,Term Deposit,,0.55,Bui Minh Khanh,0719-087-622,"212 Le Loi, P.10",Da Nang,TP.HCM,Male,2006-10-03,Retail,HCM - Phu Nhuan,Partnership,2024-11-03,Bui Minh Khanh,0719087622
CL00192,C0136,2024-08-02,12:10,AG02,10,Call Back Later,,Savings Account,Customer asked to be called again next week.,0.16666666666666666,nguyen quang binh,0587 304 327,"119 Hai Ba Trung, P.10",Can Tho,Ha Noi,Male,2001-04-26,Retail,HCM - District 1,Old customer list,2024-05-07,Nguyen Quang Binh,0587304327
CL00193,C0137,2024-12-06,17:35,AG06,45,No Answer,,Savings Account,,0.75,nguyen hoai quyen,,"61 Ly Thuong Kiet, P.7",Ho Chi Minh,Ha Noi,Female,2013-05-30,Mass,HCM - District 1,Branch referral,2024-12-03,Nguyen Hoai Quyen,
CL00194,C0137,2024-02-03,08:36,AG06,172,Registered Product,Positive,Savings Account,Customer agreed to open product.,2.8666666666666667,nguyen hoai quyen,,"61 Ly Thuong Kiet, P.7",Ho Chi Minh,Ha Noi,Female,2013-05-30,Mass,HCM - District 1,Branch referral,2024-12-03,Nguyen Hoai Quyen,
CL00195,C0137,2024-03-16,14:52,AG06,46,No Answer,,Term Deposit,,0.7666666666666667,nguyen hoai quyen,,"61 Ly Thuong Kiet, P.7",Ho Chi Minh,Ha Noi,Female,2013-05-30,Mass,HCM - District 1,Branch referral,2024-12-03,Nguyen Hoai Quyen,
CL00196,C0139,2024-11-08,13:26,AG02,187,Connected - Interested,Negative,Term Deposit,,3.1166666666666667,TRAN HOAI NAM,0811-431-374,"219 Le Loi, P.1",Ha Noi,Da Nang,Male,1998-02-21,Retail,Ha Noi - Hoan Kiem,Branch referral,2024-05-30,Tran Hoai Nam,0811431374
CL00197,C0139,2024-09-24,16:52,AG02,474,Connected - Not Interested,Positive,Personal Loan,Customer refused politely.,7.9,TRAN HOAI NAM,0811-431-374,"219 Le Loi, P.1",Ha Noi,Da Nang,Male,1998-02-21,Retail,Ha Noi - Hoan Kiem,Branch referral,2024-05-30,Tran Hoai Nam,0811431374
CL00198,C0142,2024-07-08,17:45,AG02,595,Registered Product,Neutral,Savings Account,Customer agreed to open product.,9.916666666666666,dang quang nam,,"123 Nguyen Trai, P.1",Da Nang,Can Tho,Male,2007-02-15,VIP,HCM - Phu Nhuan,Partnership,2024-12-11,Dang Quang Nam,
CL00199,C0143,2024-11-05,18:00,AG03,311,Connected - Interested,Negative,Credit Card,,5.183333333333334,pham thanh an,,"57 Nguyen Trai, P.5",Ho Chi Minh,Can Tho,Female,2019-01-16,Retail,HCM - Phu Nhuan,Online form,2024-02-29,Pham Thanh An,
CL00200,C0143,2024-10-08,12:10,AG03,44,Busy,,Term Deposit,,0.7333333333333333,pham thanh an,,"57 Nguyen Trai, P.5",Ho Chi Minh,Can Tho,Female,2019-01-16,Retail,HCM - Phu Nhuan,Online form,2024-02-29,Pham Thanh An,
CL00201,C0143,2024-06-12,08:58,AG06,246,Connected - Not Interested,Negative,Savings Account,Customer refused politely.,4.1,pham thanh an,,"57 Nguyen Trai, P.5",Ho Chi Minh,Can Tho,Female,2019-01-16,Retail,HCM - Phu Nhuan,Online form,2024-02-29,Pham Thanh An,
CL00202,C0144,2024-02-24,15:53,AG05,425,Connected - Not Interested,Neutral,Savings Account,Customer refused politely.,7.083333333333333,PHAM HOAI TU,0389 092 873,"61 Hai Ba Trung, P.15",Da Nang,Hai Phong,Male,1997-11-02,SME,Can Tho - Ninh Kieu,Partnership,2024-01-02,Pham Hoai Tu,0389092873
CL00203,C0145,2024-10-15,17:35,AG04,51,Wrong Number,,Credit Card,Phone number incorrect.,0.85,LE HOAI PHUC,0334 022 509,"88 Tran Hung Dao, P.5",Ho Chi Minh,TP.HCM,Male,2015-08-12,Retail,HCM - District 1,Partnership,2024-09-10,Le Hoai Phuc,0334022509
CL00204,C0145,2024-08-14,11:42,AG06,21,Busy,,Term Deposit,,0.35,LE HOAI PHUC,0334 022 509,"88 Tran Hung Dao, P.5",Ho Chi Minh,TP.HCM,Male,2015-08-12,Retail,HCM - District 1,Partnership,2024-09-10,Le Hoai Phuc,0334022509
CL00205,C0145,2024-12-30,18:33,AG02,13,Call Back Later,,Personal Loan,Customer asked to be called again next week.,0.21666666666666667,LE HOAI PHUC,0334 022 509,"88 Tran Hung Dao, P.5",Ho Chi Minh,TP.HCM,Male,2015-08-12,Retail,HCM - District 1,Partnership,2024-09-10,Le Hoai Phuc,0334022509
CL00206,C0146,2024-03-13,16:39,AG01,21,No Answer,,Credit Card,,0.35,VO VAN LOAN,0893-131-197,"45 Nguyen Thi Minh Khai, P.15",Hai Phong,Da Nang,Male,2019-11-15,Retail,Da Nang - Hai Chau,Event,2024-02-06,Vo Van Loan,0893131197
CL00207,C0149,2024-04-13,17:24,AG03,43,Call Back Later,,Savings Account,Customer asked to be called again next week.,0.7166666666666667,Pham Ngoc Phuc,,"242 Le Loi, P.5",Hai Phong,Hai Phong,Female,1989-03-01,Mass,Da Nang - Hai Chau,Branch referral,2024-10-30,Pham Ngoc Phuc,
CL00208,C0149,2024-05-10,09:36,AG04,48,Call Back Later,,Savings Account,Customer asked to be called again next week.,0.8,Pham Ngoc Phuc,,"242 Le Loi, P.5",Hai Phong,Hai Phong,Female,1989-03-01,Mass,Da Nang - Hai Chau,Branch referral,2024-10-30,Pham Ngoc Phuc,
CL00209,C0150,2024-04-11,09:11,AG05,23,No Answer,,Term Deposit,,0.38333333333333336,Dang Ngoc An,0939459562,"101 Nguyen Thi Minh Khai, P.7",Ha Noi,TP.HCM,Female,1995-04-23,Mass,Da Nang - Hai Chau,Online form,2024-05-10,Dang Ngoc An,0939459562
CL00210,C0150,2024-02-13,18:58,AG05,53,Call Back Later,,Personal Loan,Customer asked to be called again next week.,0.8833333333333333,Dang Ngoc An,0939459562,"101 Nguyen Thi Minh Khai, P.7",Ha Noi,TP.HCM,Female,1995-04-23,Mass,Da Nang - Hai Chau,Online form,2024-05-10,Dang Ngoc An,0939459562
CL00211,C0152,2024-02-26,14:48,AG06,31,Connected - Not Interested,Neutral,Savings Account,Customer refused politely.,0.5166666666666667,nguyen hong phuc,,"59 Nguyen Thi Minh Khai, P.1",Can Tho,Hai Phong,Female,2010-01-23,VIP,Can Tho - Ninh Kieu,Branch referral,2024-04-29,Nguyen Hong Phuc,
CL00212,C0153,2024-08-03,10:07,AG07,100,Registered Product,Negative,Credit Card,Customer agreed to open product.,1.6666666666666667,bui hong binh,0897 598 661,"243 Tran Hung Dao, P.2",Ha Noi,Ha Noi,Male,2018-03-28,VIP,HCM - District 1,Old customer list,2024-04-25,Bui Hong Binh,0897598661
CL00213,C0153,2024-07-16,15:24,AG01,485,Connected - Interested,Positive,Term Deposit,,8.083333333333334,bui hong binh,0897 598 661,"243 Tran Hung Dao, P.2",Ha Noi,Ha Noi,Male,2018-03-28,VIP,HCM - District 1,Old customer list,2024-04-25,Bui Hong Binh,0897598661
CL00214,C0153,2024-09-24,18:25,AG05,45,No Answer,,Savings Account,,0.75,bui hong binh,0897 598 661,"243 Tran Hung Dao, P.2",Ha Noi,Ha Noi,Male,2018-03-28,VIP,HCM - District 1,Old customer list,2024-04-25,Bui Hong Binh,0897598661
CL00215,C0154,2024-02-16,17:15,AG07,420,Connected - Not Interested,Neutral,Savings Account,Customer refused politely.,7.0,pham ngoc tu,,"151 Nguyen Thi Minh Khai, P.7",Ho Chi Minh,Can Tho,Male,1998-02-26,Retail,Can Tho - Ninh Kieu,Partnership,2024-04-22,Pham Ngoc Tu,
CL00216,C0155,2024-03-26,17:06,AG07,18,Busy,,Credit Card,,0.3,tran van binh,0888 826 541,"159 Ly Thuong Kiet, P.1",Can Tho,Da Nang,Male,2016-02-28,Mass,Da Nang - Hai Chau,Event,2024-04-13,Tran Van Binh,0888826541
CL00217,C0157,2024-05-16,10:47,AG03,517,Connected - Interested,Positive,Term Deposit,,8.616666666666667,DO MINH AN,0370747551,"64 Nguyen Trai, P.7",Ho Chi Minh,Da Nang,Male,1989-01-05,SME,Ha Noi - Hoan Kiem,Old customer list,2024-04-08,Do Minh An,0370747551
CL00218,C0157,2024-08-02,09:30,AG04,34,Call Back Later,,Credit Card,Customer asked to be called again next week.,0.5666666666666667,DO MINH AN,0370747551,"64 Nguyen Trai, P.7",Ho Chi Minh,Da Nang,Male,1989-01-05,SME,Ha Noi - Hoan Kiem,Old customer list,2024-04-08,Do Minh An,0370747551
CL00219,C0158,2024-04-12,08:13,AG03,35,No Answer,,Savings Account,,0.5833333333333334,DO QUANG BINH,0703518531,"73 Nguyen Trai, P.7",Ho Chi Minh,Ha Noi,Male,1991-02-05,Retail,HCM - Phu Nhuan,Branch referral,2024-12-14,Do Quang Binh,0703518531
CL00220,C0158,2024-04-17,19:44,AG03,117,Connected - Not Interested,Positive,Term Deposit,Customer refused politely.,1.95,DO QUANG BINH,0703518531,"73 Nguyen Trai, P.7",Ho Chi Minh,Ha Noi,Male,1991-02-05,Retail,HCM - Phu Nhuan,Branch referral,2024-12-14,Do Quang Binh,0703518531
CL00221,C0160,2024-07-01,14:43,AG07,58,Connected - Interested,Negative,Personal Loan,,0.9666666666666667,HOANG THANH KHANH,+84915683662,"17 Hai Ba Trung, P.5",Da Nang,Da Nang,Female,2014-04-10,SME,HCM - Phu Nhuan,Branch referral,2024-11-05,Hoang Thanh Khanh,0915683662
CL00222,C0160,2024-01-04,13:24,AG02,416,Registered Product,Negative,Savings Account,Customer agreed to open product.,6.933333333333334,HOANG THANH KHANH,+84915683662,"17 Hai Ba Trung, P.5",Da Nang,Da Nang,Female,2014-04-10,SME,HCM - Phu Nhuan,Branch referral,2024-11-05,Hoang Thanh Khanh,0915683662
CL00223,C0162,2024-04-17,09:54,AG02,189,Connected - Interested,Neutral,Credit Card,,3.15,le thanh nam,0901 287 163,"91 Dien Bien Phu, P.15",Da Nang,Can Tho,Female,2016-07-21,SME,Ha Noi - Hoan Kiem,Partnership,2024-06-17,Le Thanh Nam,0901287163
CL00224,C0162,2024-09-07,14:12,AG02,17,Call Back Later,,Savings Account,Customer asked to be called again next week.,0.2833333333333333,le thanh nam,0901 287 163,"91 Dien Bien Phu, P.15",Da Nang,Can Tho,Female,2016-07-21,SME,Ha Noi - Hoan Kiem,Partnership,2024-06-17,Le Thanh Nam,0901287163
CL00225,C0162,2024-04-05,10:58,AG06,58,Connected - Not Interested,Neutral,Credit Card,Customer refused politely.,0.9666666666666667,le thanh nam,0901 287 163,"91 Dien Bien Phu, P.15",Da Nang,Can Tho,Female,2016-07-21,SME,Ha Noi - Hoan Kiem,Partnership,2024-06-17,Le Thanh Nam,0901287163
CL00226,C0163,2024-01-29,08:28,AG04,57,No Answer,,Personal Loan,,0.95,hoang anh binh,0506-564-116,"106 Nguyen Trai, P.2",Ha Noi,Ha Noi,Female,1998-08-05,VIP,Can Tho - Ninh Kieu,Old customer list,2024-06-09,Hoang Anh Binh,0506564116
CL00227,C0163,2024-07-03,15:43,AG01,258,Registered Product,Neutral,Credit Card,Customer agreed to open product.,4.3,hoang anh binh,0506-564-116,"106 Nguyen Trai, P.2",Ha Noi,Ha Noi,Female,1998-08-05,VIP,Can Tho - Ninh Kieu,Old customer list,2024-06-09,Hoang Anh Binh,0506564116
CL00228,C0163,2024-09-22,16:38,AG05,359,Connected - Interested,Negative,Term Deposit,,5.983333333333333,hoang anh binh,0506-564-116,"106 Nguyen Trai, P.2",Ha Noi,Ha Noi,Female,1998-08-05,VIP,Can Tho - Ninh Kieu,Old customer list,2024-06-09,Hoang Anh Binh,0506564116
CL00229,C0165,2024-06-25,10:44,AG06,18,No Answer,,Credit Card,,0.3,DANG THI AN,0313 038 166,"178 Hai Ba Trung, P.5",Ha Noi,TP.HCM,Female,1996-06-08,SME,HCM - Phu Nhuan,Online form,2024-10-03,Dang Thi An,0313038166
CL00230,C0166,2024-11-19,09:36,AG01,29,No Answer,,Savings Account,,0.48333333333333334,nguyen hong tu,0375 389 393,"243 Ly Thuong Kiet, P.1",Ha Noi,Ha Noi,Male,1986-04-29,Retail,HCM - District 1,Partnership,2024-05-14,Nguyen Hong Tu,0375389393
CL00231,C0168,2024-03-13,08:56,AG04,28,Busy,,Term Deposit,,0.4666666666666667,pham thi tu,0966-261-817,"30 Le Loi, P.7",Ha Noi,Hai Phong,Male,1995-06-18,SME,Can Tho - Ninh Kieu,Branch referral,2024-06-24,Pham Thi Tu,0966261817
CL00232,C0169,2024-07-05,17:36,AG03,41,Wrong Number,,Personal Loan,Phone number incorrect.,0.6833333333333333,Vo Quang Tu,+84504293069,"39 Le Loi, P.10",Ho Chi Minh,TP.HCM,Female,2001-11-11,Retail,Da Nang - Hai Chau,Event,2024-01-22,Vo Quang Tu,0504293069
CL00233,C0169,2024-07-16,14:55,AG03,50,Wrong Number,,Term Deposit,Phone number incorrect.,0.8333333333333334,Vo Quang Tu,+84504293069,"39 Le Loi, P.10",Ho Chi Minh,TP.HCM,Female,2001-11-11,Retail,Da Nang - Hai Chau,Event,2024-01-22,Vo Quang Tu,0504293069
CL00234,C0169,2024-03-02,09:24,AG04,583,Connected - Not Interested,Negative,Credit Card,Customer refused politely.,9.716666666666667,Vo Quang Tu,+84504293069,"39 Le Loi, P.10",Ho Chi Minh,TP.HCM,Female,2001-11-11,Retail,Da Nang - Hai Chau,Event,2024-01-22,Vo Quang Tu,0504293069
CL00235,C0170,2024-03-12,11:28,AG05,58,Wrong Number,,Personal Loan,Phone number incorrect.,0.9666666666666667,Hoang Anh An,0988836418,"219 Tran Hung Dao, P.15",Ha Noi,Da Nang,Female,1992-05-25,VIP,Can Tho - Ninh Kieu,Event,2024-06-06,Hoang Anh An,0988836418
CL00236,C0170,2024-08-30,17:42,AG01,38,No Answer,,Term Deposit,,0.6333333333333333,Hoang Anh An,0988836418,"219 Tran Hung Dao, P.15",Ha Noi,Da Nang,Female,1992-05-25,VIP,Can Tho - Ninh Kieu,Event,2024-06-06,Hoang Anh An,0988836418
CL00237,C0171,2024-08-28,17:02,AG05,10,No Answer,,Credit Card,,0.16666666666666666,Tran Minh Loan,0314486448,"34 Nguyen Trai, P.2",Ho Chi Minh,Can Tho,Female,2012-03-22,VIP,HCM - Phu Nhuan,Partnership,2024-02-20,Tran Minh Loan,0314486448
CL00238,C0173,2024-02-16,14:48,AG03,540,Connected - Interested,Negative,Credit Card,,9.0,tran quang trang,,"218 Pham Van Dong, P.7",Ha Noi,TP.HCM,Female,1983-08-10,SME,HCM - Phu Nhuan,Event,2024-01-27,Tran Quang Trang,
CL00239,C0174,2024-08-28,18:41,AG02,39,Busy,,Personal Loan,,0.65,Hoang Thi Quyen,0753804504,"128 Nguyen Trai, P.1",Can Tho,Can Tho,Male,1996-05-21,Mass,HCM - District 1,Partnership,2024-10-03,Hoang Thi Quyen,0753804504
CL00240,C0174,2024-12-03,08:23,AG03,22,Registered Product,Neutral,Personal Loan,Customer agreed to open product.,0.36666666666666664,Hoang Thi Quyen,0753804504,"128 Nguyen Trai, P.1",Can Tho,Can Tho,Male,1996-05-21,Mass,HCM - District 1,Partnership,2024-10-03,Hoang Thi Quyen,0753804504
CL00241,C0174,2024-09-25,15:46,AG01,29,Busy,,Savings Account,,0.48333333333333334,Hoang Thi Quyen,0753804504,"128 Nguyen Trai, P.1",Can Tho,Can Tho,Male,1996-05-21,Mass,HCM - District 1,Partnership,2024-10-03,Hoang Thi Quyen,0753804504
CL00242,C0175,2024-12-22,09:10,AG03,342,Registered Product,Negative,Term Deposit,Customer agreed to open product.,5.7,Hoang Thanh Quyen,+84564388837,"184 Hai Ba Trung, P.15",Can Tho,TP.HCM,Male,2002-03-20,Retail,HCM - District 1,Event,2024-04-06,Hoang Thanh Quyen,0564388837
CL00243,C0175,2024-01-29,16:02,AG02,29,Call Back Later,,Credit Card,Customer asked to be called again next week.,0.48333333333333334,Hoang Thanh Quyen,+84564388837,"184 Hai Ba Trung, P.15",Can Tho,TP.HCM,Male,2002-03-20,Retail,HCM - District 1,Event,2024-04-06,Hoang Thanh Quyen,0564388837
CL00244,C0175,2024-11-27,17:08,AG01,482,Connected - Interested,Negative,Personal Loan,,8.033333333333333,Hoang Thanh Quyen,+84564388837,"184 Hai Ba Trung, P.15",Can Tho,TP.HCM,Male,2002-03-20,Retail,HCM - District 1,Event,2024-04-06,Hoang Thanh Quyen,0564388837
CL00245,C0177,2024-08-13,15:59,AG03,57,Registered Product,Negative,Credit Card,Customer agreed to open product.,0.95,TRAN ANH PHUC,0555 907 545,"178 Tran Hung Dao, P.15",Ha Noi,TP.HCM,Female,2004-01-10,SME,Can Tho - Ninh Kieu,Old customer list,2024-05-26,Tran Anh Phuc,0555907545
CL00246,C0177,2024-06-24,17:17,AG05,10,No Answer,,Savings Account,,0.16666666666666666,TRAN ANH PHUC,0555 907 545,"178 Tran Hung Dao, P.15",Ha Noi,TP.HCM,Female,2004-01-10,SME,Can Tho - Ninh Kieu,Old customer list,2024-05-26,Tran Anh Phuc,0555907545
CL00247,C0178,2024-06-24,19:04,AG01,17,Call Back Later,,Term Deposit,Customer asked to be called again next week.,0.2833333333333333,dang hoai tu,0599-414-772,"183 Nguyen Thi Minh Khai, P.15",Ha Noi,Ha Noi,Male,2019-12-17,SME,Ha Noi - Hoan Kiem,Branch referral,2024-02-04,Dang Hoai Tu,0599414772
CL00248,C0178,2024-04-23,15:44,AG06,243,Connected - Not Interested,Negative,Term Deposit,Customer refused politely.,4.05,dang hoai tu,0599-414-772,"183 Nguyen Thi Minh Khai, P.15",Ha Noi,Ha Noi,Male,2019-12-17,SME,Ha Noi - Hoan Kiem,Branch referral,2024-02-04,Dang Hoai Tu,0599414772
CL00249,C0178,2024-12-14,10:57,AG02,342,Registered Product,Negative,Credit Card,Customer agreed to open product.,5.7,dang hoai tu,0599-414-772,"183 Nguyen Thi Minh Khai, P.15",Ha Noi,Ha Noi,Male,2019-12-17,SME,Ha Noi - Hoan Kiem,Branch referral,2024-02-04,Dang Hoai Tu,0599414772
CL00250,C0179,2024-12-12,08:05,AG03,28,Wrong Number,,Personal Loan,Phone number incorrect.,0.4666666666666667,LE THANH QUYEN,0567-755-976,"225 Ly Thuong Kiet, P.1",Hai Phong,TP.HCM,Male,2004-01-06,VIP,HCM - Phu Nhuan,Online form,2024-02-18,Le Thanh Quyen,0567755976
CL00251,C0179,2024-12-01,15:27,AG03,37,No Answer,,Term Deposit,,0.6166666666666667,LE THANH QUYEN,0567-755-976,"225 Ly Thuong Kiet, P.1",Hai Phong,TP.HCM,Male,2004-01-06,VIP,HCM - Phu Nhuan,Online form,2024-02-18,Le Thanh Quyen,0567755976
CL00252,C0179,2024-02-28,16:12,AG05,47,Call Back Later,,Personal Loan,Customer asked to be called again next week.,0.7833333333333333,LE THANH QUYEN,0567-755-976,"225 Ly Thuong Kiet, P.1",Hai Phong,TP.HCM,Male,2004-01-06,VIP,HCM - Phu Nhuan,Online form,2024-02-18,Le Thanh Quyen,0567755976
CL00253,C0182,2024-12-21,18:37,AG05,26,Connected - Interested,Positive,Savings Account,,0.43333333333333335,le thanh binh,0902 218 049,"238 Hai Ba Trung, P.10",Ho Chi Minh,Hai Phong,Female,1992-06-02,VIP,Can Tho - Ninh Kieu,Partnership,2024-02-15,Le Thanh Binh,0902218049
CL00254,C0183,2024-02-14,17:56,AG07,50,Connected - Interested,Positive,Credit Card,,0.8333333333333334,VO VAN LOAN,0321-054-502,"85 Hai Ba Trung, P.5",Ha Noi,Hai Phong,Female,1985-11-22,Mass,HCM - District 1,Event,2024-01-06,Vo Van Loan,0321054502
CL00255,C0183,2024-06-08,18:52,AG07,570,Registered Product,Positive,Credit Card,Customer agreed to open product.,9.5,VO VAN LOAN,0321-054-502,"85 Hai Ba Trung, P.5",Ha Noi,Hai Phong,Female,1985-11-22,Mass,HCM - District 1,Event,2024-01-06,Vo Van Loan,0321054502
CL00256,C0184,2024-12-21,09:13,AG07,543,Connected - Interested,Neutral,Credit Card,,9.05,Bui Hoai Trang,,"206 Nguyen Thi Minh Khai, P.7",Can Tho,TP.HCM,Female,1992-05-09,Retail,Ha Noi - Hoan Kiem,Partnership,2024-10-06,Bui Hoai Trang,
CL00257,C0185,2024-08-11,18:48,AG01,252,Connected - Interested,Positive,Term Deposit,,4.2,TRAN VAN NAM,0856262682,"192 Tran Hung Dao, P.1",Can Tho,Da Nang,Male,2017-02-15,Mass,HCM - District 1,Online form,2024-10-28,Tran Van Nam,0856262682
CL00258,C0186,2024-08-10,09:59,AG05,28,Call Back Later,,Term Deposit,Customer asked to be called again next week.,0.4666666666666667,Le Hong Quyen,0552236406,"165 Le Loi, P.15",Hai Phong,TP.HCM,Male,1991-09-02,SME,Can Tho - Ninh Kieu,Online form,2024-04-04,Le Hong Quyen,0552236406
CL00259,C0186,2024-06-11,13:18,AG07,34,Wrong Number,,Personal Loan,Phone number incorrect.,0.5666666666666667,Le Hong Quyen,0552236406,"165 Le Loi, P.15",Hai Phong,TP.HCM,Male,1991-09-02,SME,Can Tho - Ninh Kieu,Online form,2024-04-04,Le Hong Quyen,0552236406
CL00260,C0186,2024-03-14,16:31,AG04,431,Connected - Interested,Neutral,Credit Card,,7.183333333333334,Le Hong Quyen,0552236406,"165 Le Loi, P.15",Hai Phong,TP.HCM,Male,1991-09-02,SME,Can Tho - Ninh Kieu,Online form,2024-04-04,Le Hong Quyen,0552236406
CL00261,C0187,2024-08-09,12:28,AG04,26,Wrong Number,,Savings Account,Phone number incorrect.,0.43333333333333335,hoang hong binh,0574-364-513,"246 Tran Hung Dao, P.5",Da Nang,TP.HCM,Male,1996-12-02,Mass,HCM - District 1,Online form,2024-07-06,Hoang Hong Binh,0574364513
CL00262,C0187,2024-12-17,11:49,AG03,343,Connected - Interested,Positive,Term Deposit,,5.716666666666667,hoang hong binh,0574-364-513,"246 Tran Hung Dao, P.5",Da Nang,TP.HCM,Male,1996-12-02,Mass,HCM - District 1,Online form,2024-07-06,Hoang Hong Binh,0574364513
CL00263,C0188,2024-01-17,19:21,AG02,420,Registered Product,Positive,Term Deposit,Customer agreed to open product.,7.0,Dang Thanh Quyen,,"214 Cach Mang Thang 8, P.2",Ho Chi Minh,Ha Noi,Male,1983-07-06,VIP,Can Tho - Ninh Kieu,Online form,2024-04-25,Dang Thanh Quyen,
CL00264,C0188,2024-07-11,13:25,AG03,139,Registered Product,Negative,Savings Account,Customer agreed to open product.,2.316666666666667,Dang Thanh Quyen,,"214 Cach Mang Thang 8, P.2",Ho Chi Minh,Ha Noi,Male,1983-07-06,VIP,Can Tho - Ninh Kieu,Online form,2024-04-25,Dang Thanh Quyen,
CL00265,C0188,2024-07-28,09:13,AG05,51,No Answer,,Term Deposit,,0.85,Dang Thanh Quyen,,"214 Cach Mang Thang 8, P.2",Ho Chi Minh,Ha Noi,Male,1983-07-06,VIP,Can Tho - Ninh Kieu,Online form,2024-04-25,Dang Thanh Quyen,
CL00266,C0189,2024-06-12,18:34,AG04,400,Registered Product,Neutral,Savings Account,Customer agreed to open product.,6.666666666666667,Hoang Van Tu,0315-936-220,"125 Pham Van Dong, P.5",Hai Phong,Da Nang,Male,1985-09-03,SME,Ha Noi - Hoan Kiem,Old customer list,2024-09-09,Hoang Van Tu,0315936220
CL00267,C0189,2024-01-07,18:32,AG03,98,Registered Product,Negative,Personal Loan,Customer agreed to open product.,1.6333333333333333,Hoang Van Tu,0315-936-220,"125 Pham Van Dong, P.5",Hai Phong,Da Nang,Male,1985-09-03,SME,Ha Noi - Hoan Kiem,Old customer list,2024-09-09,Hoang Van Tu,0315936220
CL00268,C0189,2024-02-27,14:25,AG06,38,Wrong Number,,Savings Account,Phone number incorrect.,0.6333333333333333,Hoang Van Tu,0315-936-220,"125 Pham Van Dong, P.5",Hai Phong,Da Nang,Male,1985-09-03,SME,Ha Noi - Hoan Kiem,Old customer list,2024-09-09,Hoang Van Tu,0315936220
CL00269,C0190,2024-10-11,11:16,AG05,39,Call Back Later,,Savings Account,Customer asked to be called again next week.,0.65,Le Thi Loan,0877-623-634,"199 Cach Mang Thang 8, P.7",Hai Phong,TP.HCM,Male,1992-02-06,Mass,Ha Noi - Hoan Kiem,Branch referral,2024-06-09,Le Thi Loan,0877623634
